1647	6.190432	0.927044	2
32282	10.506136	0.670209	3
16470	4.050696	0.944830	2
44253	3.767683	0.814108	1
22053	2.344195	0.762978	1
47506	5.407384	1.388002	3
33032	7.323525	0.460389	3
6190	0.000000	0.283967	2
16701	0.076388	1.696698	2
70971	15.223552	0.937040	1
4649	0.000000	0.546598	2
44348	7.545490	1.382245	3
25608	10.676959	1.405250	3
10223	4.303948	1.561317	2
4891	0.000000	1.637523	2
18300	0.000000	1.507257	2
8529	3.972068	0.533828	2
65235	8.376906	0.631830	1
70399	12.017795	0.421245	1
57030	9.920354	0.772532	3
22592	9.860912	1.152205	3
50318	3.212698	0.917654	1
62940	3.657410	1.151575	1
41845	2.678717	0.391651	1
5395	4.723572	0.419963	2
33789	4.262646	1.150542	1
28580	10.431436	0.519673	3
12569	3.493157	0.758785	2
67588	10.326540	0.953471	1
33743	2.002616	1.527095	1
7020	3.502450	1.284995	2
46351	9.695330	1.305850	3
63304	3.103584	1.206366	1
37594	2.070393	1.250329	1
40689	3.127433	1.683936	1
14531	3.595351	0.977838	2
9739	5.684471	0.944023	2
9537	6.687208	0.098494	2
31464	9.334542	0.325220	3
17255	8.556316	0.132787	3
34669	9.444608	0.695571	3
7789	5.476882	0.611848	2
58705	2.241304	1.323757	1
27328	11.387732	0.868795	3
34585	7.637977	1.503838	3
71133	15.580669	0.370248	1
7308	0.000000	0.884004	2
79263	16.384536	1.007998	1
32469	8.185335	1.066140	3
74694	14.713675	1.239887	1
11134	3.646506	0.900358	2
69209	7.518674	0.216875	1
48946	1.704475	0.849564	1
56845	2.531391	0.634815	1
35755	3.944852	0.964261	1
64413	2.598097	0.372713	1
13044	3.774701	1.265101	2
29368	11.069536	1.262348	3
80323	14.029209	1.528230	1
76722	14.262548	0.041654	1
10947	1.251594	0.882541	2
64043	10.426570	1.483335	1
81553	13.078250	0.242200	1
8850	2.405241	0.764176	2
71019	16.712726	0.918333	1
32622	13.224381	0.225048	3
22753	3.569686	1.220969	1
55856	2.136215	0.650922	1
73117	12.175999	1.401147	1
27511	9.033723	1.652199	3
68319	9.284708	0.667902	1
8410	6.128536	0.480222	2
37285	10.983296	0.939123	3
75218	10.112608	0.389986	1
63366	3.581484	1.573589	1
70005	14.098945	0.131288	1
15217	2.323303	1.463541	2
26298	0.305821	0.652078	1
60253	4.680581	1.277500	1
38462	10.160481	0.673961	3
1350	5.352708	0.665186	2
12214	4.201296	0.214548	2
20209	3.038943	0.348116	2
46103	9.409282	1.277273	3
27279	6.432954	0.089213	3
23488	11.485357	0.877865	3
47010	9.950242	0.624916	3
3152	7.426215	0.779715	2
0	1.793741	0.443307	2
46877	12.008022	0.804855	3
28850	10.905226	0.116429	3
13926	1.593177	1.410834	2
32395	1.612798	0.666396	1
71471	9.709336	0.017303	1
36140	0.802203	1.046415	1
13360	4.235725	0.044296	2
35052	9.735280	1.499373	3
38241	10.197683	0.509593	3
16491	0.444393	0.396851	2
42540	3.916797	1.339490	1
33557	4.604844	1.251533	1
12924	4.091386	1.144528	2
29992	10.077271	1.123456	3
77278	9.101500	0.712140	1
46905	9.967944	1.158648	3
42126	2.647223	0.164847	1
8344	1.425909	1.293305	2
44097	10.035040	0.178902	3
75010	16.035720	1.401641	1
30084	9.288434	0.396255	3
57675	7.013517	0.561772	3
12307	6.302404	1.401215	2
40060	2.401040	0.864882	1
44030	10.686165	0.624048	3
5162	2.932059	0.575751	2
47664	11.202056	1.282002	3
19248	12.939697	0.758306	3
39300	11.042033	1.538567	3
64266	6.611636	0.885575	1
77847	14.227596	1.277191	1
2636	5.155258	1.300250	2
75781	11.476251	1.443859	1
25072	2.311337	0.110100	1
48864	2.318301	0.691408	1
46260	3.865330	1.107393	1
54401	1.936436	1.149457	1
9185	4.983943	1.232118	2
4555	0.407077	0.853965	2
43684	8.949794	1.003824	3
79290	14.860385	1.453787	1
38225	8.597727	1.233122	3
45661	9.520043	0.636234	3
9655	1.537855	0.607834	2
77235	11.676306	1.684011	1
50528	10.951872	0.670248	3
38628	11.704345	0.499865	3
13068	8.396816	1.557776	2
17250	4.606641	1.021106	2
62070	2.719711	0.157485	1
6538	2.635997	0.879208	2
7953	5.749265	0.994323	2
37854	0.000000	0.071375	1
11543	3.102094	0.851742	2
72213	10.169919	0.880888	1
38677	11.141467	1.194779	3
24564	5.317638	1.566616	1
8394	2.902319	0.848531	2
35857	7.582961	0.666065	3
10507	2.626364	0.044808	2
66243	4.874045	1.570299	1
6975	1.250116	1.256126	2
71998	10.669503	0.492686	1
42831	9.274089	1.685307	3
9646	4.675769	1.324926	2
30560	10.423712	1.373292	3
3164	6.229514	0.933711	2
23357	7.450060	1.641864	3
63299	12.684334	1.687852	1
10860	0.485898	0.663272	2
39661	13.388048	1.415516	3
20867	8.108689	0.170516	3
49186	10.991482	1.050714	3
13758	1.569278	1.624033	2
24174	9.293466	1.655723	3
39527	9.696612	0.088923	3
13998	0.000000	1.061581	2
38127	9.962462	0.529631	3
28768	0.872093	0.763334	1
6901	0.000000	1.366009	2
8730	4.992734	0.982884	2
78047	12.775236	1.198982	1
75047	14.235106	0.614961	1
11043	6.226481	0.738511	2
71721	8.739014	0.455994	1
49014	0.618076	1.050785	1
28247	5.194099	1.612185	1
5719	0.934699	1.512503	2
29413	10.822166	0.106361	3
39467	11.739733	0.836182	3
74656	14.088213	0.044519	1
27224	10.827941	0.389858	3
71731	8.471321	1.456861	1
22551	0.654158	1.198621	1
47743	7.220971	0.146235	3
33852	0.881898	1.079646	1
29059	12.146568	0.441611	3
5890	0.000000	0.104730	2
9750	7.199599	1.359403	2
39245	5.236412	1.300630	1
71523	7.895977	0.772292	1
32823	3.891035	0.127140	1
15319	12.673748	0.762875	3
46914	9.081594	1.069390	3
34644	11.831926	0.338288	3
26621	0.000000	0.884769	1
52911	11.300719	0.770599	3
70238	7.672185	0.195345	1
30051	2.940505	0.895572	1
32986	9.906948	1.670938	3
35907	2.211591	0.697398	1
8985	0.000000	0.937032	2
20745	0.000000	0.571094	2
73553	13.687271	0.995733	1
28177	10.276221	1.685688	3
45534	2.242807	0.037880	1
74104	10.371896	0.479759	1
20965	0.000000	1.650023	2
6047	2.692670	0.404961	2
53464	12.455024	0.026787	3
23417	6.150654	0.255331	3
64933	4.189503	1.065342	1
10392	1.658351	0.722920	2
40373	10.217827	1.417468	3
9579	2.242466	0.101783	2
6596	0.000000	0.601262	2
68440	15.887684	1.197165	1
4440	5.717604	0.158133	2
23639	5.920297	0.889210	1
5592	6.330041	0.678973	2
15382	0.000000	1.251109	2
7409	2.191701	0.372991	2
5611	3.816220	1.350082	2
38236	10.139394	0.729343	3
49067	1.741897	1.388379	1
28779	11.187612	0.889913	3
8957	0.000000	1.409548	2
8203	0.000000	0.892031	2
66653	12.355860	1.168650	1
79889	12.204399	0.831093	1
28203	8.380518	0.147171	3
31722	6.462294	0.702040	1
9766	4.723192	1.559125	2
32005	8.104653	1.096568	3
55333	0.000000	0.275395	1
21219	9.446456	1.327921	3
16561	4.662478	1.676399	2
24502	9.954508	1.092322	3
56385	2.534140	1.049023	1
49142	0.282037	0.372279	1
35150	10.276732	0.368813	3
11141	3.876657	1.554045	2
8289	0.776178	0.396760	2
8184	2.719366	1.509840	2
15497	11.497156	0.724300	3
